taxon;taxonid;taxon_group;tax_orig;tax_origid;tax_orig_taal;tax_canon
Catillaria nigroclavata (Nyl.) J. Steiner;TI2025042200002614;LI;boomrookkorst;TI2025042200003632;nl;Catillaria nigroclavata
Catillaria nigroisidiata van den Boom;TX2009083118024387;LI;isidieuze rookkorst;TI2025042200004064;nl;Catillaria nigroisidiata
Catoscopium;INBSYS0000001858;BR;pijpenkopmos (g);TX2009083120220481;nl;Catoscopium
Catoscopium nigritum (Hedw.) Brid.;INBSYS0000001221;BR;pijpenkopmos;TX2009083120220365;nl;Catoscopium nigritum
Caucalis;INBSYS0000015382;VP;caucalis (g);TX2009083120331756;nl;Caucalis
Caucalis platycarpos L.;INBSYS0000014316;VP;caucalis;TI2025042200003681;nl;Caucalis platycarpos
Caucalis platycarpos L.;INBSYS0000014316;VP;Caucalis lappula Grande;INBSYS0000015991;Sci;Caucalis platycarpos
Caucalis platycarpos L.;INBSYS0000014316;VP;Caucalis daucoides L.;INBSYS0000010150;Sci;Caucalis platycarpos
Celastrus;INBSYS0000017247;VP;Celastrus;INBSYS0000017247;Sci;Celastrus
Celastrus orbiculatus Thunb.;INBSYS0000017288;VP;Celastrus orbiculatus Thunb.;INBSYS0000017288;Sci;Celastrus orbiculatus
Cenchrus;INBSYS0000015384;VP;Cenchrus;INBSYS0000015384;Sci;Cenchrus
Cenchrus echinatus L.;INBSYS0000014978;VP;Cenchrus echinatus L.;INBSYS0000014978;Sci;Cenchrus echinatus
Cenchrus flaccidus (Griseb.) Morrone;TI2025042200002615;VP;slank lampenpoetsergras;TI2025042200004455;nl;Cenchrus flaccidus
Cenchrus flaccidus (Griseb.) Morrone;TI2025042200002615;VP;Pennisetum flaccidum Griseb.;TI2025042200004806;Sci;Cenchrus flaccidus
Cenchrus longispinus (Hack.) Fernald;INBSYS0000016867;VP;Cenchrus longispinus (Hack.) Fernald;INBSYS0000016867;Sci;Cenchrus longispinus
Cenchrus purpurascens Thunb.;TI2025042200002616;VP;breed lampenpoetsergras;TI2025042200003653;nl;Cenchrus purpurascens
Cenchrus purpurascens Thunb.;TI2025042200002616;VP;Pennisetum alopecuroides (L.) Spreng.;TI2025042200004805;Sci;Cenchrus purpurascens
Centaurea;INBSYS0000015385;VP;centaurie (g);TX2009083120332734;nl;Centaurea
Centaurea aspera L.;INBSYS0000014785;VP;ruwe centaurie;TX2009083120331856;nl;Centaurea aspera
Centaurea calcitrapa L.;INBSYS0000014786;VP;kalketrip;TX2009083120331971;nl;Centaurea calcitrapa
Centaurea debeauxii Godr. et Gren.;INBSYS0000010149;VP;Centaurea debeauxii Godr. et Gren.;INBSYS0000010149;Sci;Centaurea debeauxii
Centaurea decipiens Thuill.;INBSYS0000010148;VP;Centaurea decipiens Thuill.;INBSYS0000010148;Sci;Centaurea decipiens
Centaurea diffusa Lam.;INBSYS0000016658;VP;Centaurea diffusa Lam.;INBSYS0000016658;Sci;Centaurea diffusa
Centaurea diluta Ait.;INBSYS0000010147;VP;Centaurea diluta Ait.;INBSYS0000010147;Sci;Centaurea diluta
Centaurea glaberrima Tausch;INBSYS0000010146;VP;Centaurea glaberrima Tausch;INBSYS0000010146;Sci;Centaurea glaberrima
Centaurea jacea L.;INBSYS0000014783;VP;Centaurea amara L. p.p., nom. ambig.;INBSYS0000010145;Sci;Centaurea jacea
Centaurea jacea L.;INBSYS0000014783;VP;knoopkruid;TX2009083120332187;nl;Centaurea jacea
Centaurea jacea L. subsp. angustifolia (DC.);TI2025042200002617;VP;Centaurea jacea L. subsp. angustifolia (DC.);TI2025042200002617;Sci;Centaurea jacea subsp. angustifolia
Centaurea jacea L. subsp. jacea;TI2025042200002618;VP;Centaurea jacea L. subsp. jacea;TI2025042200002618;Sci;Centaurea jacea subsp. jacea
Centaurea L. subg. Jacea;TI2025042200002619;VP;knoopkruid s.l.;TX2009083120332287;nl;subgen. Jacea
Centaurea melitensis L.;INBSYS0000014788;VP;Centaurea melitensis L.;INBSYS0000014788;Sci;Centaurea melitensis
Centaurea microptilon (Godr.) Godr. et Gren.;INBSYS0000010143;VP;Centaurea microptilon (Godr.) Godr. et Gren.;INBSYS0000010143;Sci;Centaurea microptilon
Centaurea montana L.;INBSYS0000014781;VP;bergcentaurie;TX2009083120332303;nl;Centaurea montana
Centaurea montana L.;INBSYS0000014781;VP;Cyanus montanus (L.) Hill;TI2025042200004739;Sci;Centaurea montana
Centaurea nemoralis Jord.;INBSYS0000016868;VP;Centaurea nigra L. subsp. nemoralis (Jord.) Gremli;TX2009083118262840;Sci;Centaurea nemoralis
Centaurea nemoralis Jord.;INBSYS0000016868;VP;Centaurea debeauxii Godr. et Gren. subsp. nemoralis (Jord.) Dostál;TX2009083118262940;Sci;Centaurea nemoralis
Centaurea nigra L.;INBSYS0000014784;VP;Centaurea nigra L.;INBSYS0000014784;Sci;Centaurea nigra
Centaurea nigrescens Willd.;TI2025042200002620;VP;Centaurea nigrescens Willd.;TI2025042200002620;Sci;Centaurea nigrescens
Centaurea orientalis L.;INBSYS0000016659;VP;Centaurea orientalis L.;INBSYS0000016659;Sci;Centaurea orientalis
Centaurea phrygia L.;INBSYS0000010142;VP;Centaurea phrygia L.;INBSYS0000010142;Sci;Centaurea phrygia
Centaurea repens L.;INBSYS0000015993;VP;Acroptilon repens (L.) DC.;INBSYS0000015045;Sci;Centaurea repens
Centaurea scabiosa L.;INBSYS0000014780;VP;grote centaurie;TX2009083120332518;nl;Centaurea scabiosa
Centaurea serotina Boreau;INBSYS0000010139;VP;Centaurea serotina Boreau;INBSYS0000010139;Sci;Centaurea serotina
Centaurea solstitialis L.;INBSYS0000014787;VP;zomercentaurie;TX2009083120332618;nl;Centaurea solstitialis
Centaurea stoebe L.;INBSYS0000010140;VP;rijnse centaurie;TX2009083120332403;nl;Centaurea stoebe
Centaurea stoebe L.;INBSYS0000010140;VP;Centaurea maculosa Lam. subsp. rhenana (Boreau) Gugler;INBSYS0000010141;Sci;Centaurea stoebe
Centaurea stoebe L.;INBSYS0000010140;VP;Centaurea rhenana Boreau;INBSYS0000016660;Sci;Centaurea stoebe
Centaurea thuillieri J. Duvigneaud et Lambinon;INBSYS0000010138;VP;Centaurea pratensis Thuill. non Salisb.;INBSYS0000010136;Sci;Centaurea thuillieri
Centaurea thuillieri J. Duvigneaud et Lambinon;INBSYS0000010138;VP;Centaurea debeauxii Godr. et Gren. subsp. thuillieri Dostál;TX2009083118263356;Sci;Centaurea thuillieri
Centaurea thuillieri J. Duvigneaud et Lambinon;INBSYS0000010138;VP;Centaurea jacea L. subsp. pratensis (Koch) Čelak.;TI2025042200004729;Sci;Centaurea thuillieri
Centaurea timbalii Martrin-Donos;INBSYS0000010134;VP;Centaurea amara auct. non L.?;INBSYS0000010130;Sci;Centaurea timbalii
Centaurea timbalii Martrin-Donos;INBSYS0000010134;VP;Centaurea angustifolia auct. non Mill.;INBSYS0000010131;Sci;Centaurea timbalii
Centaurea timbalii Martrin-Donos;INBSYS0000010134;VP;Centaurea approximata Gren. ex F.W. Schultz;INBSYS0000010132;Sci;Centaurea timbalii
Centaurea timbalii Martrin-Donos;INBSYS0000010134;VP;Centaurea vinyalsii Sennen subsp. approximata (Rouy) Dostál;INBSYS0000010133;Sci;Centaurea timbalii
Centaurium;INBSYS0000015386;VP;duizendguldenkruid (g);TX2009083120333165;nl;Centaurium
Centaurium × intermedium (Pollini) Drucecent;TI2025042200002621;VP;echt duizendguldenkruid x strandduizendguldenkruid;TI2025042200003771;nl;Centaurium x intermedium
Centaurium erythraea Rafn;INBSYS0000016870;VP;Centaurium minus auct. non Moench;INBSYS0000010127;Sci;Centaurium erythraea
Centaurium erythraea Rafn;INBSYS0000016870;VP;Erythraea centaurium auct. non (L.) Pers.;INBSYS0000010128;Sci;Centaurium erythraea
Centaurium erythraea Rafn;INBSYS0000016870;VP;Centaurium umbellatum auct.;INBSYS0000010129;Sci;Centaurium erythraea
Centaurium erythraea Rafn;INBSYS0000016870;VP;echt duizendguldenkruid;TX2009083120332834;nl;Centaurium erythraea
Centaurium littorale (D. Turn.) Gilm.;INBSYS0000010124;VP;strandduizendguldenkruid;TX2009083120332950;nl;Centaurium littorale
Centaurium littorale (D. Turn.) Gilm.;INBSYS0000010124;VP;Erythraea littoralis (D. Turn.) Fries;INBSYS0000010125;Sci;Centaurium littorale
Centaurium littorale (D. Turn.) Gilm.;INBSYS0000010124;VP;Erythraea centaurium (L.) Pers.;INBSYS0000010126;Sci;Centaurium littorale
Centaurium littorale (D. Turn.) Gilm.;INBSYS0000010124;VP;Centaurium minus Moench;INBSYS0000015994;Sci;Centaurium littorale
Centaurium littorale (D. Turn.) Gilm.;INBSYS0000010124;VP;Centaurium vulgare Rafn;INBSYS0000015995;Sci;Centaurium littorale
Centaurium pulchellum (Sw.) Druce;INBSYS0000014476;VP;Erythraea pulchella (Swartz) Fries;INBSYS0000010123;Sci;Centaurium pulchellum
Centaurium pulchellum (Sw.) Druce;INBSYS0000014476;VP;fraai duizendguldenkruid;TX2009083120333050;nl;Centaurium pulchellum
Centranthus;INBSYS0000015387;VP;rode spoorbloem (g);TX2009083120333381;nl;Centranthus
Centranthus calcitrapae (L.) Dufr.;TI2025042200002622;VP;kleine spoorbloem;TI2025042200004144;nl;Centranthus calcitrapae
Centranthus ruber (L.) DC.;INBSYS0000014680;VP;rode spoorbloem;TX2009083120333265;nl;Centranthus ruber
Cephalanthera;INBSYS0000015388;VP;bosvogeltje (g);TX2009083120333712;nl;Cephalanthera
Cephalanthera damasonium (Mill.) Druce;INBSYS0000016871;VP;bleek bosvogeltje;TX2009083120333481;nl;Cephalanthera damasonium
Cephalanthera damasonium (Mill.) Druce;INBSYS0000016871;VP;Cephalanthera alba (Crantz) Simonk.;INBSYS0000010120;Sci;Cephalanthera damasonium
Cephalanthera damasonium (Mill.) Druce;INBSYS0000016871;VP;Cephalanthera pallens L.C.M. Rich.;INBSYS0000010121;Sci;Cephalanthera damasonium
Cephalanthera damasonium (Mill.) Druce;INBSYS0000016871;VP;Cephalanthera grandiflora S.F. Gray;INBSYS0000010122;Sci;Cephalanthera damasonium
Cephalanthera damasonium (Mill.) Druce;INBSYS0000016871;VP;Cephalanthera latifolia Janchen;INBSYS0000015997;Sci;Cephalanthera damasonium
Cephalanthera longifolia (L.) Fritsch;INBSYS0000013640;VP;Cephalanthera xiphophyllum Reichenb. f.;INBSYS0000010118;Sci;Cephalanthera longifolia
Cephalanthera longifolia (L.) Fritsch;INBSYS0000013640;VP;Cephalanthera ensifolia L.C.M. Rich.;INBSYS0000010119;Sci;Cephalanthera longifolia
Cephalanthera longifolia (L.) Fritsch;INBSYS0000013640;VP;wit bosvogeltje;TX2009083120333596;nl;Cephalanthera longifolia
Cephalanthera rubra (L.) L.C.M. Rich.;INBSYS0000010117;VP;rood bosvogeltje;TX2009083120333696;nl;Cephalanthera rubra
Cephalaria;INBSYS0000015389;VP;Cephalaria;INBSYS0000015389;Sci;Cephalaria
Cephalaria gigantea (Ledeb.) Bobrov;INBSYS0000016771;VP;Cephalaria gigantea (Ledeb.) Bobrov;INBSYS0000016771;Sci;Cephalaria gigantea
Cephalozia;INBSYS0000001859;BR;maanmos (g);TX2009083120221159;nl;Cephalozia
Cephalozia bicuspidata (L.) Dumort.;INBSYS0000001404;BR;gewoon maanmos;TX2009083120220596;nl;Cephalozia bicuspidata
Cephalozia bicuspidata (L.) Dumort. var. lammersiana (Hüb.) Breidl.;TI2025042200002623;BR;Cephalozia lammersiana (Hüb.) Spruce;INBSYS0000023220;Sci;Cephalozia bicuspidata var. lammersiana
Cephalozia catenulata (Huebener) Lindb.;INBSYS0000001380;BR;donker maanmos;TX2009083120220696;nl;Cephalozia catenulata
Cephalozia catenulata (Huebener) Lindb.;INBSYS0000001380;BR;Fuscocephaloziopsis catenulata (Huebener) Váňa & L.Söderstr.;TI2025042200004762;Sci;Cephalozia catenulata
Cephalozia connivens (Dicks.) Lindb.;INBSYS0000001178;BR;Fuscocephaloziopsis connivens (Dicks.) Váňa & L.Söderstr.;TI2025042200004763;Sci;Cephalozia connivens
Cephalozia connivens (Dicks.) Lindb.;INBSYS0000001178;BR;glanzend maanmos;TX2009083120220712;nl;Cephalozia connivens
Cephalozia curvifolia (Dicks.) Dumort.;TI2025042200002624;BR;krulbladmos;TX2009083119044300;nl;Cephalozia curvifolia
Cephalozia curvifolia (Dicks.) Dumort.;TI2025042200002624;BR;Nowellia curvifolia (Dicks.) Mitt.;INBSYS0000001182;Sci;Cephalozia curvifolia
Cephalozia lunulifolia (Dumort.) Dumort.;INBSYS0000001190;BR;echt maanmos;TX2009083120220812;nl;Cephalozia lunulifolia
Cephalozia lunulifolia (Dumort.) Dumort.;INBSYS0000001190;BR;Fuscocephaloziopsis lunulifolia (Dumort.) Váňa & L.Söderstr.;TI2025042200004764;Sci;Cephalozia lunulifolia
Cephalozia macrostachya Kaal.;INBSYS0000001707;BR;Fuscocephaloziopsis macrostachya (Kaal.) Váňa & L.Söderstr.;TI2025042200004765;Sci;Cephalozia macrostachya
Cephalozia macrostachya Kaal.;INBSYS0000001707;BR;aarmaanmos;TX2009083120220928;nl;Cephalozia macrostachya
Cephalozia pleniceps (Austin) Lindb.;INBSYS0000001081;BR;wortelmaanmos;TX2009083120221043;nl;Cephalozia pleniceps
Cephalozia pleniceps (Austin) Lindb.;INBSYS0000001081;BR;Fuscocephaloziopsis pleniceps (Austin) Váňa & L.Söderstr.;TI2025042200004766;Sci;Cephalozia pleniceps
Cephaloziella;INBSYS0000001860;BR;draadmos (g);TX2009083120221706;nl;Cephaloziella
Cephaloziella baumgartneri Schiffn.;INBSYS0000001769;BR;kalkdraadmos;TX2009083120221259;nl;Cephaloziella baumgartneri
Cephaloziella divaricata (Sm.) Schiffn.;INBSYS0000001522;BR;gewoon draadmos;TX2009083120221375;nl;Cephaloziella divaricata
Cephaloziella elachista (J.B.Jack ex Gottsche & Rabenh.) Schiffn.;INBSYS0000001385;BR;fijn draadmos;TX2009083120221475;nl;Cephaloziella elachista
Cephaloziella hampeana (Nees) Schiffn.;INBSYS0000001462;BR;grof draadmos;TX2009083120221590;nl;Cephaloziella hampeana
Cephaloziella rubella (Nees) Schiffn.;TI2025042200002625;BR;rood draadmos;TX2009083120221606;nl;Cephaloziella rubella
Cephaloziella spinigera (Lindb.) Warnst.;TI2025042200002626;BR;Cephaloziella subdentata Warnst.;TI2025042200004730;Sci;Cephaloziella spinigera
Cephaloziella spinigera (Lindb.) Warnst.;TI2025042200002626;BR;veendraadmos;TI2025042200004575;nl;Cephaloziella spinigera
Cephaloziella stellulifera (Taylor ex Spruce) Schiffn.;INBSYS0000001540;BR;greppeldraadmos;TX2009083120221821;nl;Cephaloziella stellulifera
Cerastium;INBSYS0000015390;VP;hoornbloem (g);TX2009083120334906;nl;Cerastium
Cerastium arvense L.;INBSYS0000014002;VP;akkerhoornbloem;TX2009083120333928;nl;Cerastium arvense
Cerastium biebersteinii DC.;INBSYS0000010116;VP;Cerastium biebersteinii DC.;INBSYS0000010116;Sci;Cerastium biebersteinii
Cerastium brachypetalum Pers.;INBSYS0000014006;VP;kalkhoornbloem;TX2009083120334028;nl;Cerastium brachypetalum
Cerastium diffusum Pers.;INBSYS0000014007;VP;scheve hoornbloem;TX2009083120334143;nl;Cerastium diffusum
Cerastium diffusum Pers.;INBSYS0000014007;VP;Cerastium atrovirens Bab.;INBSYS0000015998;Sci;Cerastium diffusum
Cerastium diffusum Pers.;INBSYS0000014007;VP;Cerastium tetrandrum Curt.;INBSYS0000015999;Sci;Cerastium diffusum
Cerastium dubium (Bast.) Guépin;INBSYS0000010115;VP;Cerastium anomalum Waldst. et Kit.;INBSYS0000010114;Sci;Cerastium dubium
Cerastium dubium (Bast.) Guépin;INBSYS0000010115;VP;kleverige hoornbloem;TX2009083120334243;nl;Cerastium dubium
Cerastium fontanum Baumg.;INBSYS0000014004;VP;gewone hoornbloem;TX2009083120334575;nl;Cerastium fontanum
Cerastium fontanum Baumg.;INBSYS0000014004;VP;Cerastium vulgatum L.;INBSYS0000010106;Sci;Cerastium fontanum
Cerastium fontanum Baumg. subsp. glabrescens (G.F.W. Mey.) Salman, v. Ommering et de Voogd;TX2009083116502593;VP;Cerastium holosteoides Fries subsp. holosteoides;INBSYS0000010108;Sci;Cerastium fontanum subsp. glabrescens
Cerastium fontanum Baumg. subsp. glabrescens (G.F.W. Mey.) Salman, v. Ommering et de Voogd;TX2009083116502593;VP;glanzende hoornbloem;TX2009083120334475;nl;Cerastium fontanum subsp. glabrescens
Cerastium fontanum Baumg. subsp. glabrescens (G.F.W. Mey.) Salman, v. Ommering et de Voogd;TX2009083116502593;VP;Cerastium fontanum Baumg. subsp. triviale (Link) Jalas var. holosteoides (Fries) Jalas;TX2009083118270118;Sci;Cerastium fontanum subsp. glabrescens
Cerastium fontanum Baumg. subsp. vulgare (Hartm.) Greuter et Burdet;TX2009083116502493;VP;Cerastium fontanum Baumg. subsp. triviale (Link) Jalas;TX2009083118265803;Sci;Cerastium fontanum subsp. vulgare
Cerastium fontanum Baumg. subsp. vulgare (Hartm.) Greuter et Burdet;TX2009083116502493;VP;gewone hoornbloem subsp. vulgare;TX2009083120334359;nl;Cerastium fontanum subsp. vulgare
Cerastium fontanum Baumg. subsp. vulgare (Hartm.) Greuter et Burdet;TX2009083116502493;VP;Cerastium triviale Link;INBSYS0000010110;Sci;Cerastium fontanum subsp. vulgare
Cerastium fontanum Baumg. subsp. vulgare (Hartm.) Greuter et Burdet;TX2009083116502493;VP;Cerastium holosteoides Fries subsp. triviale (Link) Möschl;INBSYS0000010113;Sci;Cerastium fontanum subsp. vulgare
Cerastium glomeratum Thuill.;INBSYS0000014005;VP;kluwenhoornbloem;TX2009083120334690;nl;Cerastium glomeratum
Cerastium pumilum Curt.;INBSYS0000010101;VP;steenhoornbloem;TX2009083120334790;nl;Cerastium pumilum
Cerastium pumilum Curt. subsp. glutinosum (Fries) Corb.;TX2009083116502809;VP;Cerastium pumilum Curt. subsp. pallens auct. non (F.W. Schultz) Schinz et Thell.;TX2009083118270518;Sci;Cerastium pumilum subsp. glutinosum
Cerastium pumilum Curt. subsp. glutinosum (Fries) Corb.;TX2009083116502809;VP;Cerastium glutinosum Fries;INBSYS0000010104;Sci;Cerastium pumilum subsp. glutinosum
Cerastium pumilum Curt. subsp. pumilum;TX2009083116502909;VP;Cerastium pumilum Curt. subsp. pumilum;TX2009083116502909;Sci;Cerastium pumilum subsp. pumilum
Cerastium semidecandrum L.;INBSYS0000014008;VP;zandhoornbloem;TX2009083120334806;nl;Cerastium semidecandrum
Cerastium tomentosum L.;INBSYS0000014003;VP;viltige hoornbloem;TX2009083120335021;nl;Cerastium tomentosum
Cerastium x maureri M. Schulze;TX2009083116503425;VP;Cerastium x maureri M. Schulze;TX2009083116503425;Sci;Cerastium x maureri
Ceratocapnos;INBSYS0000015391;VP;Ceratocapnos;INBSYS0000015391;Sci;Ceratocapnos
Ceratocapnos claviculata (L.) Lidén;INBSYS0000016872;VP;Corydalis claviculata (L.) DC.;INBSYS0000016021;Sci;Ceratocapnos claviculata
Ceratocapnos claviculata (L.) Lidén;INBSYS0000016872;VP;rankende helmbloem;TX2009083120333812;nl;Ceratocapnos claviculata
Ceratochloa carinata (Hook. et Arnott) Tutin;INBSYS0000010323;VP;gekielde dravik;TX2009083120295050;nl;Ceratochloa carinata
Ceratochloa carinata (Hook. et Arnott) Tutin;INBSYS0000010323;VP;Bromus carinatus Hook. et Arnott;INBSYS0000010324;Sci;Ceratochloa carinata
Ceratochloa cathartica (Vahl) Herter;INBSYS0000013760;VP;Ceratochloa unioloides (Humb., Bonpl. et Kunth) Beauv.;INBSYS0000010321;Sci;Ceratochloa cathartica
Ceratochloa cathartica (Vahl) Herter;INBSYS0000013760;VP;Bromus unioloides Humb., Bonpl. et Kunth;INBSYS0000010322;Sci;Ceratochloa cathartica
Ceratochloa cathartica (Vahl) Herter;INBSYS0000013760;VP;Bromus willdenowii Kunth;INBSYS0000015976;Sci;Ceratochloa cathartica
Ceratochloa cathartica (Vahl) Herter;INBSYS0000013760;VP;Bromus catharticus Vahl;INBSYS0000015965;Sci;Ceratochloa cathartica
Ceratochloa cathartica (Vahl) Herter;INBSYS0000013760;VP;paardengras;TI2025042200004326;nl;Ceratochloa cathartica
Ceratochloa sitchensis (Trin.) Cope & Ryves;TI2025042200002627;VP;Bromus sitchensis Trin.;INBSYS0000010300;Sci;Ceratochloa sitchensis
Ceratochloa sitchensis (Trin.) Cope & Ryves;TI2025042200002627;VP;alaskadravik;TI2025042200003545;nl;Ceratochloa sitchensis
Ceratodon;INBSYS0000001861;BR;purpersteeltje (g);TX2009083120222153;nl;Ceratodon
Ceratodon conicus (Hampe ex Müll.Hal.) Lindb.;TI2025042200002628;BR;kalkpurpersteeltje;TX2009083120221921;nl;Ceratodon conicus
Ceratodon conicus (Hampe ex Müll.Hal.) Lindb.;TI2025042200002628;BR;Ceratodon purpureus (Hedw.) Brid. subsp. conicus (Hampe) Dixon;INBSYS0000023221;Sci;Ceratodon conicus
Ceratodon conicus (Hampe ex Müll.Hal.) Lindb.;TI2025042200002628;BR;Ceratodon purpureus (Hedw.) Brid. var. conicus (Hampe) Husn.;INBSYS0000023222;Sci;Ceratodon conicus
Ceratodon purpureus (Hedw.) Brid.;INBSYS0000001222;BR;gewoon purpersteeltje;TX2009083120222037;nl;Ceratodon purpureus
Ceratophyllum;INBSYS0000015392;VP;hoornblad (g);TX2009083120335237;nl;Ceratophyllum
Ceratophyllum demersum L.;INBSYS0000013853;VP;grof hoornblad;TX2009083120335121;nl;Ceratophyllum demersum
Ceratophyllum submersum L.;INBSYS0000013854;VP;fijn hoornblad;TX2009083120335337;nl;Ceratophyllum submersum
Ceratostigma;TI2025042200002629;VP;Ceratostigma;TI2025042200002629;Sci;Ceratostigma
Ceratostigma plumbaginoides Bunge;TI2025042200002630;VP;loodkruid;TI2025042200004234;nl;Ceratostigma plumbaginoides
Cercidiphyllum japonicum Siebold & Zucc. ex J.J.Hoffm. & J.H.Schult.bis;TI2025042200002631;VP;Cercidiphyllum japonicum Siebold & Zucc. ex J.J.Hoffm. & J.H.Schult.bis;TI2025042200002631;Sci;Cercidiphyllum japonicum
Cercidospora;TX2009083118024703;LI;Cercidospora;TX2009083118024703;Sci;Cercidospora
Cercidospora epipolytropa (Mudd) Arnold;INBSYS0000057593;LI;Cercidospora epipolytropa (Mudd) Arnold;INBSYS0000057593;Sci;Cercidospora epipolytropa
Cercidospora macrospora (Uloth) Hafellner & Nav.-Ros.;TX2009083118024687;LI;Cercidospora macrospora (Uloth) Hafellner & Nav.-Ros.;TX2009083118024687;Sci;Cercidospora macrospora
Cercis;INBSYS0000022644;VP;Cercis;INBSYS0000022644;Sci;Cercis
Cercis siliquastrum L.;INBSYS0000015232;VP;Cercis siliquastrum L.;INBSYS0000015232;Sci;Cercis siliquastrum
Ceterach;INBSYS0000015394;VP;schubvaren (g);TX2009083120335553;nl;Ceterach
Cetraria;TX2009083118025203;LI;kraakloof;TI2025042200004178;nl;Cetraria
Cetraria aculeata (Schreb.) Fr.;INBSYS0000057211;LI;gewoon kraakloof;TI2025042200003901;nl;Cetraria aculeata
Cetraria islandica (L.) Ach.;INBSYS0000057669;LI;ijslands mos;TI2025042200004059;nl;Cetraria islandica
Cetraria muricata (Ach.) Eckfeldt;INBSYS0000057213;LI;fijn kraakloof;TI2025042200003793;nl;Cetraria muricata
